intratherm_id,extractor,ref,original_compilation,genus_species,population_id,acclim_temp,latitude,longitude,coordinates_source,genus_from_study,species_from_study,location_description,realm_general3,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,life_stage.x,phylum.x,class.x,order.x,family.x,realm_specific,realm_general,notes.x,n_cat,record_number,record,acclim_time_life_120,log_acclim_time,safety,log_elevation,elev_min,iucn_2104risk,rate_acclimation_c_day,weight_g,realm_general2,acclim_time_original,acclim_time_units,trophic_position,source_logic_for_trophic_position,dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering,logic_source_for_dispersal_type,cold_season_dormancy,source_logic_for_cold_season_dormancy,highland_specialist,source_logic_for_highland_specialist,no_acclimation,genus,species,class,order,family,life_stage,age_maturity_days_female,age_maturity_days_female_reference,age_maturity_days_male,age_maturity_days_male_reference,age_maturity.days_unknown_sex,dispersal_distance_category,logic_source_for_dispersal_distance,dispersal_distance2_category,logic_source_for_dispersal_distance2,maximum_body_size_svl_hbl_cm,source_for_maximum_body_size,average_body_size_female,average_body_size_female_reference,average_body_size_male,average_body_size_male_reference,average_body_size_unknown_sex,season_inactive,logic_source_for_season_inactive,migratory,source_logic_for_migration_info,season_when_away_10km...migratory.only.,season_when_away_100km...migratory.only.,logic_source_season_when_away,data_gatherer,Home.range.size_Km2,logic.source_for_Home.range.size,lifespan_days,lifespan_days_reference,Notes
2735,NA,Yoder et al. 2012,Comte,Salvelinus namaycush,Salvelinus namaycush_51.26,20,51.26,-115.37,,Salvelinus,namaycush,Lake Minnewanka Canada Alberta,Aquatic,NA,24.6,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,adults,NA,NA,NA,Salmonidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus,namaycush,Actinopterygii,NA,Salmonidae,NA,4927,AnAge,4745,AnAge,NA,10-100,MOVEMENT: high site fidelity to 23km2 study area+ study mentions difficulty recolonizing observed in great lakes (https://doi.org/10.1139/cjfas-2015-0175) most returned to stocking sites as close as ~25km (https://doi.org/10.1577/M05-214.2) MIGRATION: may migrate up to 68km (NatureServe Explorer),NA,NA,150,TL male/unsexed -fishbase,50,TL male/unsexed -fishbase,50,TL male/unsexed -fishbase,Y,none,Flavelle+ Ridgway+ Middel+ McKinley - Home Range and Habitat Preferences of Adult Lake Trout (Salvelinus namaycush) in Lake Opeongo+ Algonquin Park+ Ontario. Algonquin Fisheries Symposium,migratory,NatureServe Explorer,fall,fall,DISTANCE: hundreds of miles (NatureServe Explorer) TIMING: spawning migration+ spawning occurs in fall (NatureServe Explorer) POPULATION SPECIFIC: spawning timing and distance varies (see NatureServe Explorer),Nacho/Nikki,0.8-10.1,95% kernel area between 0.8-10.1km^2 (Flavelle+ Ridgway+ Middel+ McKinley - Home Range and Habitat Preferences of Adult Lake Trout (Salvelinus namaycush) in Lake Opeongo+ Algonquin Park+ Ontario. Algonquin Fisheries Symposium),18250,41 years typical (https://animaldiversity.org/accounts/Salvelinus_namaycush/) 50 years max (fishbase) (Sprules+ W.M.+ 1952. The Arctic char of the west coast of Hudson Bay. Journal of Fisheries Research Board Canada 9: 1.),NA
2736,NA,Yoder et al. 2012,Comte,Salvelinus namaycush,Salvelinus namaycush_51.26,20,51.26,-115.37,,Salvelinus,namaycush,Lake Minnewanka Canada Alberta,Aquatic,NA,23.5,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,adults,NA,NA,NA,Salmonidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus,namaycush,Actinopterygii,NA,Salmonidae,NA,4927,AnAge,4745,AnAge,NA,10-100,MOVEMENT: high site fidelity to 23km2 study area+ study mentions difficulty recolonizing observed in great lakes (https://doi.org/10.1139/cjfas-2015-0175) most returned to stocking sites as close as ~25km (https://doi.org/10.1577/M05-214.2) MIGRATION: may migrate up to 68km (NatureServe Explorer),NA,NA,150,TL male/unsexed -fishbase,50,TL male/unsexed -fishbase,50,TL male/unsexed -fishbase,Y,none,Flavelle+ Ridgway+ Middel+ McKinley - Home Range and Habitat Preferences of Adult Lake Trout (Salvelinus namaycush) in Lake Opeongo+ Algonquin Park+ Ontario. Algonquin Fisheries Symposium,migratory,NatureServe Explorer,fall,fall,DISTANCE: hundreds of miles (NatureServe Explorer) TIMING: spawning migration+ spawning occurs in fall (NatureServe Explorer) POPULATION SPECIFIC: spawning timing and distance varies (see NatureServe Explorer),Nacho/Nikki,0.8-10.1,95% kernel area between 0.8-10.1km^2 (Flavelle+ Ridgway+ Middel+ McKinley - Home Range and Habitat Preferences of Adult Lake Trout (Salvelinus namaycush) in Lake Opeongo+ Algonquin Park+ Ontario. Algonquin Fisheries Symposium),18250,41 years typical (https://animaldiversity.org/accounts/Salvelinus_namaycush/) 50 years max (fishbase) (Sprules+ W.M.+ 1952. The Arctic char of the west coast of Hudson Bay. Journal of Fisheries Research Board Canada 9: 1.),NA
2737,NA,Hart 1952,Comte,Salvelinus namaycush,Salvelinus namaycush_NA,20,NA,NA,,Salvelinus,namaycush,NA,Aquatic,NA,23.5,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmonidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus,namaycush,Actinopterygii,NA,Salmonidae,NA,4927,AnAge,4745,AnAge,NA,10-100,MOVEMENT: high site fidelity to 23km2 study area+ study mentions difficulty recolonizing observed in great lakes (https://doi.org/10.1139/cjfas-2015-0175) most returned to stocking sites as close as ~25km (https://doi.org/10.1577/M05-214.2) MIGRATION: may migrate up to 68km (NatureServe Explorer),NA,NA,150,TL male/unsexed -fishbase,50,TL male/unsexed -fishbase,50,TL male/unsexed -fishbase,Y,none,Flavelle+ Ridgway+ Middel+ McKinley - Home Range and Habitat Preferences of Adult Lake Trout (Salvelinus namaycush) in Lake Opeongo+ Algonquin Park+ Ontario. Algonquin Fisheries Symposium,migratory,NatureServe Explorer,fall,fall,DISTANCE: hundreds of miles (NatureServe Explorer) TIMING: spawning migration+ spawning occurs in fall (NatureServe Explorer) POPULATION SPECIFIC: spawning timing and distance varies (see NatureServe Explorer),Nacho/Nikki,0.8-10.1,95% kernel area between 0.8-10.1km^2 (Flavelle+ Ridgway+ Middel+ McKinley - Home Range and Habitat Preferences of Adult Lake Trout (Salvelinus namaycush) in Lake Opeongo+ Algonquin Park+ Ontario. Algonquin Fisheries Symposium),18250,41 years typical (https://animaldiversity.org/accounts/Salvelinus_namaycush/) 50 years max (fishbase) (Sprules+ W.M.+ 1952. The Arctic char of the west coast of Hudson Bay. Journal of Fisheries Research Board Canada 9: 1.),NA
2738,NA,Peterson 1993,Comte,Sander vitreus,Sander vitreus_34.37,23,34.37,-89.52,,Sander,vitreus,Oxford Mississippi US,Aquatic,210,35,tmax,0.6,SD,NA,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,210,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2739,NA,Peterson 1993,Comte,Sander vitreus,Sander vitreus_34.37,23,34.37,-89.52,,Sander,vitreus,Oxford Mississippi US,Aquatic,210,35.8,tmax,0.5,SD,NA,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,210,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2740,NA,Peterson 1993,Comte,Sander vitreus,Sander vitreus_40.83,23,40.83,-92.88,,Sander,vitreus,wild population from Rathbun Fish Hatchery in Morovia Iowa US,Aquatic,210,34.8,tmax,0.3,SD,15,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Percidae,NA,Freshwater,hatchery takes from Lake Rathbun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,210,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2741,NA,Peterson 1993,Comte,Sander vitreus,Sander vitreus_40.83,23,40.83,-92.88,,Sander,vitreus,wild population from Rathbun Fish Hatchery in Morovia Iowa US,Aquatic,210,35.9,tmax,0.5,SD,15,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Percidae,NA,Freshwater,hatchery takes from Lake Rathbun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,210,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2742,NA,Yoder et al. 2012,Comte,Sander vitreus,Sander vitreus_42.08,23.3,42.08,-81.34,,Sander,vitreus,Lake Erie,Aquatic,NA,34.4,tmax,NA,SD,NA,critical,LOE,NA,NA,NA,NA,NA,NA,adults,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2743,NA,Yoder et al. 2012,Comte,Sander vitreus,Sander vitreus_45.45,8,45.45,-94.43,,Sander,vitreus,Upper Red River US,Aquatic,NA,27,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2744,NA,Yoder et al. 2012,Comte,Sander vitreus,Sander vitreus_45.45,10.1,45.45,-94.43,,Sander,vitreus,Upper Red River US,Aquatic,NA,28.6,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2745,NA,Yoder et al. 2012,Comte,Sander vitreus,Sander vitreus_45.45,12.1,45.45,-94.43,,Sander,vitreus,Upper Red River US,Aquatic,NA,29,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2746,NA,Yoder et al. 2012,Comte,Sander vitreus,Sander vitreus_45.45,13.9,45.45,-94.43,,Sander,vitreus,Upper Red River US,Aquatic,NA,29.5,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2747,NA,Yoder et al. 2012,Comte,Sander vitreus,Sander vitreus_45.45,16,45.45,-94.43,,Sander,vitreus,Upper Red River US,Aquatic,NA,30.6,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2748,NA,Yoder et al. 2012,Comte,Sander vitreus,Sander vitreus_45.45,18.2,45.45,-94.43,,Sander,vitreus,Upper Red River US,Aquatic,NA,30.5,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2749,NA,Yoder et al. 2012,Comte,Sander vitreus,Sander vitreus_45.45,20.2,45.45,-94.43,,Sander,vitreus,Upper Red River US,Aquatic,NA,30.5,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2750,NA,Yoder et al. 2012,Comte,Sander vitreus,Sander vitreus_45.45,22.1,45.45,-94.43,,Sander,vitreus,Upper Red River US,Aquatic,NA,30.5,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2751,NA,Yoder et al. 2012,Comte,Sander vitreus,Sander vitreus_45.45,24,45.45,-94.43,,Sander,vitreus,Upper Red River US,Aquatic,NA,31.5,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
