"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","logic_source_for_dispersal_distance2","Notes","genus","species","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","Home.range.size_Km2","logic.source_for_Home.range.size","data_gatherer","lifespan_days","lifespan_days_reference","is.nocturnal","is.nocturnal_source","mean_yearly_max_temp","experienced_mean_yearly_max_temp"
1827,"Neobatrachus pictus","Chordata","Amphibia","Anura","Limnodynastidae",NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.","Rohr","Neobatrachus pictus_-34.929_NA_138.6",25,-34.929,138.6,"","Neobatrachus","pictus","Adelaide, South Australia",7,33.7,"tmax",NA,NA,5,"critical","Onset of spasms","0.3",NA,NA,NA,NA,39,"Adult",NA,NA,NA,"Terrestrial","7","days",NA,NA,NA,"Neobatrachus","pictus","unk","","unk","","","0-1","Carthew et al., 2009",5,"Oliveira et al., 2017","","","","","","Summer","Lee & Mercer, 1967","non-migratory","",NA,NA,"","unk","","Nikki","unk","","N","AmphiBIO",32.3495621423304,28.0491659152871
1921,"Odontophrynus occidentalis","Chordata","Amphibia","Anura","Odontophrynidae",NA,"Sanabria, E. A., L. B. Quiroga, and A. L. Martino. 2013. Seasonal changes in the thermal tolerances of Odontophrynus occidentalis (BERG, 1896) (Anura: Cycloramphidae). Belgian Journal of Zoology 143:23-29.","Rohr","Odontophrynus occidentalis_-31.701_NA_-68.095",18,-31.701,-68.095,"","Odontophrynus","occidentalis","San Juan, Argentina",NA,34.1,"tmax",NA,NA,9,"critical","Loss of righting response","1",NA,NA,NA,NA,735,"Adult",NA,NA,NA,"Terrestrial",NA,"days",NA,NA,NA,"Odontophrynus","occidentalis","unk","","unk","","","unk","",2.87,"Oliveira et al., 2017","","","","","","","","non-migratory","",NA,NA,"","unk","","Nikki","unk","","N","AmphiBIO",29.8970097219021,29.8970097219021
1568,"Lithobates sylvaticus","Chordata","Amphibia","Anura","Ranidae","FL","Manis_&_Claussen_1986","intratherm_team","Lithobates sylvaticus_42.75_262_-86.21",15,42.75,-86.21,"extracted","Lithobates","sylvaticus","Michigan, USA",10,35.3,"tmax",0.6,"SD",8,"critical","onset_of_rigor","0.75",NA,NA,NA,NA,262,"Adult",NA,NA,NA,"Terrestrial","10d","days",NA,NA,NA,"Lithobates","sylvaticus","365","Oliveira et al., 2017","365","Oliveira et al., 2017","Y","0-1","Furman et al., 2016",8.3,"Oliveira et al., 2017;Lithobates sylvaticus (LeConte, 1825) -- Wood Frog, n.d.","","","","","","Winter","Meyers et al., 2015","non-migratory","",NA,NA,"","0.0000836","Meyers et al., 2015","Micky/Nikki","1898","Oliveira et al., 2017","N","AmphiBIO",27.5186449542032,27.5186449542032
1571,"Lithobates sylvaticus","Chordata","Amphibia","Anura","Ranidae","FL","Manis_&_Claussen_1986","intratherm_team","Lithobates sylvaticus_42.8_67_-73.85",15,42.8,-73.85,"extracted","Lithobates","sylvaticus","New York, USA",10,36.2,"tmax",0.4,"SD",11,"critical","onset_of_rigor","0.75",NA,NA,NA,NA,67,"Adult",NA,NA,NA,"Terrestrial","10d","days",NA,NA,NA,"Lithobates","sylvaticus","365","Oliveira et al., 2017","365","Oliveira et al., 2017","Y","0-1","Furman et al., 2016",8.3,"Oliveira et al., 2017;Lithobates sylvaticus (LeConte, 1825) -- Wood Frog, n.d.","","","","","","Winter","Meyers et al., 2015","non-migratory","",NA,NA,"","0.0000836","Meyers et al., 2015","Micky/Nikki","1898","Oliveira et al., 2017","N","AmphiBIO",27.297102886672,27.297102886672
2247,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae","FL","Miller_&_Packard_1977","intratherm_team","Pseudacris triseriata_39.11_2121_-105.36",5,39.11,-105.36,"","Pseudacris","triseriata","Driveway Pond, Colorado, USA",0,36.4,"tmax",0.116,"SD",3,"critical","righting_ability","0.5",NA,NA,"5","Spring",2121,"Adult","Coordinates according to the centroid (Colorado)",NA,NA,"Terrestrial","0h","hours",NA,NA,NA,"Pseudacris","triseriata","120","COSEWIC, 2008","120","COSEWIC, 2008","Y","0-1","Kramer, 1973;COSEWIC, 2008",3.9,"Oliveira et al., 2017","2.56","COSEWIC, 2008","2.47","COSEWIC, 2008","Y","Winter","COSEWIC, 2008","non-migratory","",NA,NA,"","0.000641-0.006024","COSEWIC, 2008","Micky/Nikki","1825","Meyers et al., 2015","N","AmphiBIO",21.4923856994316,21.4923856994316
2155,"Plethodon cinereus","Chordata","Amphibia","Caudata","Plethodontidae",NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.","Rohr","Plethodon cinereus_37.375_NA_-80.523",20,37.375,-80.523,"","Plethodon","cinereus","Mountain Lake, Virginia",30,34.7,"tmax",NA,NA,5,"critical","Onset of spasms","1",NA,NA,NA,NA,1179,"Adult",NA,NA,NA,"Terrestrial","30","days",NA,NA,NA,"Plethodon","cinereus","365","Oliveira et al., 2017","365","Oliveira et al., 2017","Y","0-1","Ousterhout & Liebgold, 2010",41.2,"Oliveira et al., 2017","7.8","AmphibiaWeb, 2020","7.3","AmphibiaWeb, 2020","","","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0.000104","AmphibiaWeb, 2020","Nikki","9125","Oliveira et al., 2017","N","AmphiBIO",22.0352071169394,22.0259732096603
2156,"Plethodon cinereus","Chordata","Amphibia","Caudata","Plethodontidae",NA,"Yu, Z. M., R. Dickstein, W. E. Magee, and J. R. Spotila. 1998. Heat shock response in the salamanders Plethodon jordani and Plethodon cinereus. Journal of Thermal Biology 23:259-265.","Rohr","Plethodon cinereus_39.953_NA_-75.443",15,39.953,-75.443,"","Plethodon","cinereus","Ridley Creek State Park, Media, Pennsylvania",30,34.3,"tmax",NA,NA,12,"critical","Onset of spasms","1",NA,NA,NA,NA,96,"Adult",NA,NA,NA,"Terrestrial","30","days",NA,NA,NA,"Plethodon","cinereus","365","Oliveira et al., 2017","365","Oliveira et al., 2017","Y","0-1","Ousterhout & Liebgold, 2010",41.2,"Oliveira et al., 2017","7.8","AmphibiaWeb, 2020","7.3","AmphibiaWeb, 2020","","","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0.000104","AmphibiaWeb, 2020","Nikki","9125","Oliveira et al., 2017","N","AmphiBIO",28.7999128724758,28.7999128724758
2163,"Plethodon jordani","Chordata","Amphibia","Caudata","Plethodontidae",NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.","Rohr","Plethodon jordani_35.113_NA_-84.059",20,35.113,-84.059,"","Plethodon","jordani","Cherokee County, North Carolina",30,35.1,"tmax",NA,NA,4,"critical","Onset of spasms","1",NA,NA,NA,NA,544,"Adult",NA,NA,NA,"Terrestrial","30","days",NA,NA,NA,"Plethodon","jordani","1825","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","0-1","Smith & Green, 2005",18.4,"Oliveira et al., 2017","","","","","","Winter","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0.0000028-0.0000115","Merchant, 1972","Nikki","7227","Oliveira et al., 2017","Y","AmphiBIO",26.1888898121166,26.1888898121166
2164,"Plethodon jordani","Chordata","Amphibia","Caudata","Plethodontidae",NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.","Rohr","Plethodon jordani_35.12_NA_-83.336",20,35.12,-83.336,"","Plethodon","jordani","Macon County, North Carolina",30,34.9,"tmax",NA,NA,10,"critical","Onset of spasms","1",NA,NA,NA,NA,951,"Adult",NA,NA,NA,"Terrestrial","30","days",NA,NA,NA,"Plethodon","jordani","1825","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","0-1","Smith & Green, 2005",18.4,"Oliveira et al., 2017","","","","","","Winter","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0.0000028-0.0000115","Merchant, 1972","Nikki","7227","Oliveira et al., 2017","Y","AmphiBIO",24.8500600315647,24.8500600315647
2166,"Plethodon jordani","Chordata","Amphibia","Caudata","Plethodontidae",NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.","Rohr","Plethodon jordani_35.219_NA_-82.778",20,35.219,-82.778,"","Plethodon","jordani","Transylvania County, North Carolina",30,34.9,"tmax",NA,NA,10,"critical","Onset of spasms","1",NA,NA,NA,NA,757,"Adult",NA,NA,NA,"Terrestrial","30","days",NA,NA,NA,"Plethodon","jordani","1825","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","0-1","Smith & Green, 2005",18.4,"Oliveira et al., 2017","","","","","","Winter","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0.0000028-0.0000115","Merchant, 1972","Nikki","7227","Oliveira et al., 2017","Y","AmphiBIO",25.3791089466788,25.3791089466788
2167,"Plethodon jordani","Chordata","Amphibia","Caudata","Plethodontidae",NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.","Rohr","Plethodon jordani_35.827_NA_-83.507",20,35.827,-83.507,"","Plethodon","jordani","Sevier County, Tennessee",30,35.2,"tmax",NA,NA,10,"critical","Onset of spasms","1",NA,NA,NA,NA,339,"Adult",NA,NA,NA,"Terrestrial","30","days",NA,NA,NA,"Plethodon","jordani","1825","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","0-1","Smith & Green, 2005",18.4,"Oliveira et al., 2017","","","","","","Winter","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0.0000028-0.0000115","Merchant, 1972","Nikki","7227","Oliveira et al., 2017","Y","AmphiBIO",28.2160600315647,28.2160600315647
2168,"Plethodon jordani","Chordata","Amphibia","Caudata","Plethodontidae",NA,"Yu, Z. M., R. Dickstein, W. E. Magee, and J. R. Spotila. 1998. Heat shock response in the salamanders Plethodon jordani and Plethodon cinereus. Journal of Thermal Biology 23:259-265.","Rohr","Plethodon jordani_36.09_NA_-81.836",15,36.09,-81.836,"","Plethodon","jordani","Grandfather Mountain, Avery County, North Carolina",30,34.1,"tmax",NA,NA,11,"critical","Onset of spasms","1",NA,NA,NA,NA,1429,"Adult",NA,NA,NA,"Terrestrial","30","days",NA,NA,NA,"Plethodon","jordani","1825","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","0-1","Smith & Green, 2005",18.4,"Oliveira et al., 2017","","","","","","Winter","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0.0000028-0.0000115","Merchant, 1972","Nikki","7227","Oliveira et al., 2017","Y","AmphiBIO",21.1890805502642,21.1890805502642
2200,"Pseudacris crucifer","Chordata","Amphibia","Anura","Hylidae",NA,"John-Alder, H. B., P. J. Morin, and S. Lawler. 1988. Thermal physiology, phenology, and distribution of tree frogs. American Naturalist 132:506-520.","Rohr","Pseudacris crucifer_39.965_NA_-74.312",22,39.965,-74.312,"","Hyla","crucifer","Ocean County, New Jersey",7,34.8,"tmax",NA,NA,3,"critical","Loss of righting response","1",NA,NA,NA,NA,23,"Adult",NA,NA,NA,"Terrestrial","7","days",NA,NA,NA,"Pseudacris","crucifer","730","Oliveira et al., 2017","730","Oliveira et al., 2017","Y","0-1","Meyers et al., 2015",3.7,"Oliveira et al., 2017","","","","","","Winter","Meyers et al., 2015","non-migratory","",NA,NA,"","0.0000012-0.0000055","Meyers et al., 2015","Nikki","1825","Oliveira et al., 2017","Y","AmphiBIO",28.5488702853757,28.5488702853757
2255,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae","FL","Miller_&_Packard_1977","intratherm_team","Pseudacris triseriata_39.11_1530_-105.36",5,39.11,-105.36,"","Pseudacris","triseriata","Gravel Pits, Colorado, USA",0,37,"tmax",0.058,"SD",3,"critical","righting_ability","0.5",NA,NA,"5","Spring",1530,"Adult","Coordinates according to the centroid (Colorado)",NA,NA,"Terrestrial","0h","hours",NA,NA,NA,"Pseudacris","triseriata","120","COSEWIC, 2008","120","COSEWIC, 2008","Y","0-1","Kramer, 1973;COSEWIC, 2008",3.9,"Oliveira et al., 2017","2.56","COSEWIC, 2008","2.47","COSEWIC, 2008","Y","Winter","COSEWIC, 2008","non-migratory","",NA,NA,"","0.000641-0.006024","COSEWIC, 2008","Micky/Nikki","1825","Meyers et al., 2015","N","AmphiBIO",24.7428856994316,24.7428856994316
2263,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae","FL","Miller_&_Packard_1977","intratherm_team","Pseudacris triseriata_39.11_2426_-105.36",5,39.11,-105.36,"","Pseudacris","triseriata","House Pond, Colorado, USA",0,36.2,"tmax",0.058,"SD",3,"critical","righting_ability","0.5",NA,NA,"5","Spring",2426,"Adult","Coordinates according to the centroid (Colorado)",NA,NA,"Terrestrial","0h","hours",NA,NA,NA,"Pseudacris","triseriata","120","COSEWIC, 2008","120","COSEWIC, 2008","Y","0-1","Kramer, 1973;COSEWIC, 2008",3.9,"Oliveira et al., 2017","2.56","COSEWIC, 2008","2.47","COSEWIC, 2008","Y","Winter","COSEWIC, 2008","non-migratory","",NA,NA,"","0.000641-0.006024","COSEWIC, 2008","Micky/Nikki","1825","Meyers et al., 2015","N","AmphiBIO",19.8148856994316,19.8148856994316
2271,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae","FL","Miller_&_Packard_1977","intratherm_team","Pseudacris triseriata_39.11_2371_-105.36",5,39.11,-105.36,"","Pseudacris","triseriata","Meadow Pond, Colorado, USA",0,36.2,"tmax",0.1,"SD",3,"critical","righting_ability","0.5",NA,NA,"5","Spring",2371,"Adult","Coordinates according to the centroid (Colorado)",NA,NA,"Terrestrial","0h","hours",NA,NA,NA,"Pseudacris","triseriata","120","COSEWIC, 2008","120","COSEWIC, 2008","Y","0-1","Kramer, 1973;COSEWIC, 2008",3.9,"Oliveira et al., 2017","2.56","COSEWIC, 2008","2.47","COSEWIC, 2008","Y","Winter","COSEWIC, 2008","non-migratory","",NA,NA,"","0.000641-0.006024","COSEWIC, 2008","Micky/Nikki","1825","Meyers et al., 2015","N","AmphiBIO",20.1173856994316,20.1173856994316
2279,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae","FL","Miller_&_Packard_1977","intratherm_team","Pseudacris triseriata_39.84_2359_-105.1",5,39.84,-105.1,"","Pseudacris","triseriata","Twin Ponds, Colorado, USA",0,36,"tmax",0.1,"SD",3,"critical","righting_ability","0.5",NA,NA,"5","Spring",2359,"Adult",NA,NA,NA,"Terrestrial","0h","hours",NA,NA,NA,"Pseudacris","triseriata","120","COSEWIC, 2008","120","COSEWIC, 2008","Y","0-1","Kramer, 1973;COSEWIC, 2008",3.9,"Oliveira et al., 2017","2.56","COSEWIC, 2008","2.47","COSEWIC, 2008","Y","Winter","COSEWIC, 2008","non-migratory","",NA,NA,"","0.000641-0.006024","COSEWIC, 2008","Micky/Nikki","1825","Meyers et al., 2015","N","AmphiBIO",20.1833856994316,20.1833856994316
2293,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae","FL","Miller_&_Packard_1977","intratherm_team","Pseudacris triseriata_40.62_1542_-105.14",5,40.62,-105.14,"","Pseudacris","triseriata","Laporte Lions Park, Colorado, USA",0,37.1,"tmax",0.116,"SD",3,"critical","righting_ability","0.5",NA,NA,"5","Spring",1542,"Adult",NA,NA,NA,"Terrestrial","0h","hours",NA,NA,NA,"Pseudacris","triseriata","120","COSEWIC, 2008","120","COSEWIC, 2008","Y","0-1","Kramer, 1973;COSEWIC, 2008",3.9,"Oliveira et al., 2017","2.56","COSEWIC, 2008","2.47","COSEWIC, 2008","Y","Winter","COSEWIC, 2008","non-migratory","",NA,NA,"","0.000641-0.006024","COSEWIC, 2008","Micky/Nikki","1825","Meyers et al., 2015","N","AmphiBIO",24.6584712721185,24.6584712721185
2287,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"John-Alder, H. B., P. J. Morin, and S. Lawler. 1988. Thermal physiology, phenology, and distribution of tree frogs. American Naturalist 132:506-520.","Rohr","Pseudacris triseriata_40.529_NA_-74.64",22,40.529,-74.64,"","Pseudacris","triseriata","Somerset, New Jersey",7,35.8,"tmax",NA,NA,2,"critical","Loss of righting response","1",NA,NA,NA,NA,24,"Adult",NA,NA,NA,"Terrestrial","7","days",NA,NA,NA,"Pseudacris","triseriata","120","COSEWIC, 2008","120","COSEWIC, 2008","Y","0-1","Kramer, 1973;COSEWIC, 2008",3.9,"Oliveira et al., 2017","2.56","COSEWIC, 2008","2.47","COSEWIC, 2008","Y","Winter","COSEWIC, 2008","non-migratory","",NA,NA,"","0.000641-0.006024","COSEWIC, 2008","Micky/Nikki","1825","Meyers et al., 2015","N","AmphiBIO",28.5164985053769,28.5164985053769
2301,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae","FL","Miller_&_Packard_1977","intratherm_team","Pseudacris triseriata_40.68_2207_-105.39",5,40.68,-105.39,"","Pseudacris","triseriata","Stove Prairie, Colorado, USA",0,36.2,"tmax",0.173,"SD",3,"critical","righting_ability","0.5",NA,NA,"5","Spring",2207,"Adult",NA,NA,NA,"Terrestrial","0h","hours",NA,NA,NA,"Pseudacris","triseriata","120","COSEWIC, 2008","120","COSEWIC, 2008","Y","0-1","Kramer, 1973;COSEWIC, 2008",3.9,"Oliveira et al., 2017","2.56","COSEWIC, 2008","2.47","COSEWIC, 2008","Y","Winter","COSEWIC, 2008","non-migratory","",NA,NA,"","0.000641-0.006024","COSEWIC, 2008","Micky/Nikki","1825","Meyers et al., 2015","N","AmphiBIO",21.0009712721185,21.0009712721185
2353,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae","FL","Miller_&_Packard_1977","intratherm_team","Pseudacris triseriata_41.26_1547_-111.79",5,41.26,-111.79,"","Pseudacris","triseriata","Pineview Lake, Colorado, USA",0,36.9,"tmax",0.208,"SD",3,"critical","righting_ability","0.5",NA,NA,"5","Spring",1547,"Adult",NA,NA,NA,"Terrestrial","0h","hours",NA,NA,NA,"Pseudacris","triseriata","120","COSEWIC, 2008","120","COSEWIC, 2008","Y","0-1","Kramer, 1973;COSEWIC, 2008",3.9,"Oliveira et al., 2017","2.56","COSEWIC, 2008","2.47","COSEWIC, 2008","Y","Winter","COSEWIC, 2008","non-migratory","",NA,NA,"","0.000641-0.006024","COSEWIC, 2008","Micky/Nikki","1825","Meyers et al., 2015","N","AmphiBIO",24.9073354953428,24.9073354953428
2309,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Miller, K., and G. C. Packard. 1974. Critical thermal maximum: ecotypic variation between montane and piedmont chorus frogs (Pseudacris triseriata, Hylidae). Experientia 30:355-356.","Rohr","Pseudacris triseriata_40.696_NA_-105.594",5,40.696,-105.594,"","Pseudacris","triseriata","Larimer County, Colorado",4,37,"tmax",NA,NA,15,"critical","No movements could be elicited by tapping container",NA,NA,NA,NA,NA,2205,"Adult",NA,NA,NA,"Terrestrial","4","days",NA,NA,NA,"Pseudacris","triseriata","120","COSEWIC, 2008","120","COSEWIC, 2008","Y","0-1","Kramer, 1973;COSEWIC, 2008",3.9,"Oliveira et al., 2017","2.56","COSEWIC, 2008","2.47","COSEWIC, 2008","Y","Winter","COSEWIC, 2008","non-migratory","",NA,NA,"","0.000641-0.006024","COSEWIC, 2008","Micky/Nikki","1825","Meyers et al., 2015","N","AmphiBIO",21.0119712721185,21.0119712721185
2361,"Pseudacris triseriata","Chordata","Amphibia","Anura","Hylidae",NA,"Dunlap, D. G. 1968. Critical thermal maximum as a function of temperature of acclimation in two species of hylid frogs. Physiological Zoology 41:432-439.","Rohr","Pseudacris triseriata_42.779_NA_-96.929",4,42.779,-96.929,"","Pseudacris","triseriata","Vermillion, South Dakota",5,38.4,"tmax",NA,NA,25,"critical","No movements could be elicited by tapping container","0.6",NA,NA,NA,NA,374,"Adult",NA,NA,NA,"Terrestrial","5","days",NA,NA,NA,"Pseudacris","triseriata","120","COSEWIC, 2008","120","COSEWIC, 2008","Y","0-1","Kramer, 1973;COSEWIC, 2008",3.9,"Oliveira et al., 2017","2.56","COSEWIC, 2008","2.47","COSEWIC, 2008","Y","Winter","COSEWIC, 2008","non-migratory","",NA,NA,"","0.000641-0.006024","COSEWIC, 2008","Micky/Nikki","1825","Meyers et al., 2015","N","AmphiBIO",29.5176778593561,29.5176778593561
2381,"Pseudophryne bibronii","Chordata","Amphibia","Anura","Myobatrachidae",NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.","Rohr","Pseudophryne bibronii_-27.553_NA_153.056",15,-27.553,153.056,"","Pseudophryne","bibroni","Brisbane, Queensland",7,32.2,"tmax",NA,NA,1,"critical","Onset of spasms","0.3",NA,NA,NA,NA,79,"Adult",NA,NA,NA,"Terrestrial","7","days",NA,NA,NA,"Pseudophryne","bibronii","unk","","unk","","","0-1","Barton, 1981",3.6,"Oliveira et al., 2017","","","","","","Winter","Woodruff, 1977","non-migratory","",NA,NA,"","0.00230688","Woodruff, 1977","Nikki","2190","Woodruff, 1977","Y","AmphiBIO",26.9734601366991,24.706723400203
2487,"Rhinella granulosa","Chordata","Amphibia","Anura","Bufonidae",NA,"Navas, C. A., M. M. Antoniazzi, J. E. Carvalho, H. Suzuki, and C. Jared. 2007. Physiological basis for diurnal activity in dispersing juvenile Bufo granulosus in the Caatinga, a Brazilian semi-arid environment. Comparative Biochemistry and Physiology Part A 147:647-657.","Rohr","Rhinella granulosa_-5.658_NA_-36.61",28,-5.658,-36.61,"","Bufo","granulosus","Angicos, Rio Grande do Norte, Brazil",NA,42.5,"tmax",NA,NA,12,"critical","Loss of righting response","1",NA,NA,NA,NA,94,"Adult",NA,NA,NA,"Terrestrial",NA,"days",NA,NA,NA,"Rhinella","granulosa","unk","","unk","","","unk","",9,"Oliveira et al., 2017","","","","","","","J. E. Carvalho et al., 2010","non-migratory","",NA,NA,"","unk","","Nikki","unk","","Y","AmphiBIO",29.8611365666858,29.7743190329614
2521,"Rhinella marina","Chordata","Amphibia","Anura","Bufonidae",NA,"Sherman, E., L. Baldwin, G. Fernandez, and E. Deurell. 1991. Fever and thermal tolerance in the toad Bufo marinus. Journal of Thermal Biology 16:297-301.","Rohr","Rhinella marina_5.838385_NA_-75.2233885",25,5.838385,-75.2233885,"","Bufo","marinus","Supplier",1,39.3,"tmax",NA,NA,7,"critical","Loss of righting response","1",NA,NA,NA,NA,1767,"Adult",NA,NA,NA,"Terrestrial","1","days",NA,NA,NA,"Rhinella","marina","365","Oliveira et al., 2017","365","Oliveira et al., 2017","Y","0-1","",24.1,"Oliveira et al., 2017","","","","","","Summer and Winter","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0.00034-0.002812","AmphibiaWeb, 2020","Nikki","9052","Oliveira et al., 2017","Y","AmphiBIO",21.7331127140667,21.4602627297456
2523,"Rhinella marina","Chordata","Amphibia","Anura","Bufonidae","Nikki","Brattstrom_1968","Rohr","Rhinella marina_9_304.8_-79.846",15,9,-79.846,"","Bufo","marinus","Barro Colorado Island, Panama",17.5,36.5,"tmax",NA,NA,10,"critical","Loss of righting response","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","2-3w","weeks",NA,NA,NA,"Rhinella","marina","365","Oliveira et al., 2017","365","Oliveira et al., 2017","Y","0-1","",24.1,"Oliveira et al., 2017","","","","","","Summer and Winter","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0.00034-0.002812","AmphibiaWeb, 2020","Nikki","9052","Oliveira et al., 2017","Y","AmphiBIO",28.3169602633363,28.0376968228236
2531,"Rhinella marina","Chordata","Amphibia","Anura","Bufonidae",NA,"McManus, J. J., and D. W. Nellis. 1975. The critical thermal maximum of the marine toad Bufo marinus. Caribbean Journal of Science 15:67-70.","Rohr","Rhinella marina_17.706_NA_-64.859",28,17.706,-64.859,"","Bufo","marinus","St. Croix, Virgin Islands",3,40,"tmax",NA,NA,20,"critical","Loss of righting response","0.6",NA,NA,NA,NA,66,"Adult",NA,NA,NA,"Terrestrial","3","days",NA,NA,NA,"Rhinella","marina","365","Oliveira et al., 2017","365","Oliveira et al., 2017","Y","0-1","",24.1,"Oliveira et al., 2017","","","","","","Summer and Winter","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0.00034-0.002812","AmphibiaWeb, 2020","Nikki","9052","Oliveira et al., 2017","Y","AmphiBIO",NA,NA
2833,"Spea hammondii","Chordata","Amphibia","Anura","Scaphiopodidae","Nikki","Brattstrom_1968","Rohr","Spea hammondii_31_304.8_-110.331",23,31,-110.331,"","Spea","hammondi","Sonora, Mexico",17.5,1.25,"tmin",NA,NA,NA,"lethal","50percent_damage","1",NA,"24h",NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","2-3w","weeks",NA,NA,NA,"Spea","hammondii","730","AmphibiaWeb, 2020","365","AmphibiaWeb, 2020","","0-1","Baumberger et al., 2019",6.1,"Oliveira et al., 2017","","","","","","Summer","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0.000025-0.00562","Baumberger et al., 2019","Nikki","kunk","AmphibiaWeb, 2020","Y","AmphiBIO",35.1553749741537,32.101525369543
2835,"Spea hammondii","Chordata","Amphibia","Anura","Scaphiopodidae","Nikki","Brattstrom_1968","Rohr","Spea hammondii_34_304.8_-117.689",23,34,-117.689,"","Spea","hammondi","El Toro, California",17.5,0,"tmin",NA,NA,NA,"lethal","50percent_damage","1",NA,"24h",NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","2-3w","weeks",NA,NA,NA,"Spea","hammondii","730","AmphibiaWeb, 2020","365","AmphibiaWeb, 2020","","0-1","Baumberger et al., 2019",6.1,"Oliveira et al., 2017","","","","","","Summer","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0.000025-0.00562","Baumberger et al., 2019","Nikki","kunk","AmphibiaWeb, 2020","Y","AmphiBIO",27.5760052219412,26.4948295339965
101,"Ambystoma jeffersonianum","Chordata","Amphibia","Caudata","Ambystomatidae",NA,"Claussen, D. L. 1977. Thermal acclimation in ambystomatid salamanders. Comparative Biochemistry and Physiology Part A 58:333-340.","Rohr","Ambystoma jeffersonianum_39.289_NA_-86.773",15,39.289,-86.773,"","Ambystoma","tigrinum","Owens County, Indiana",10,34.1,"tmax",NA,NA,10,"critical","Loss of righting response","0.6",NA,NA,NA,NA,172,"Adult",NA,NA,NA,"Terrestrial","10","days",NA,NA,NA,"Ambystoma","jeffersonianum","730","Oliveira et al., 2017","730","Oliveira et al., 2017","Y","0-1","AmphibiaWeb, 2020",21,"Oliveira et al., 2017","","","","","","Summer and Winter","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0","Faccio, 2003","Ilona/Nikki","2190","Meyers et al., 2015","N","AmphiBIO",29.006480785865,26.0821095524088
