Family,Species,Location,Latitude,Longitude,Sampling Habitat,Acclimation,Temperature of acclimation (°C),Length acclimation period (days),Rate acclimation (°C/day),Methodology,Endpoint,Heating rate (°C/min),Length experiment (min),Body length (mm),Weight (g),Life stage,Thermal limit (°C),SD Thermal limit,Nindividuals,Phylogeny,Realm affinity,Source,Reference
Centrarchidae,Lepomis macrochirus,NA,NA,NA,Freshwater,experimental,26,NA,NA,dynamic,LOE,0.1,NA,NA,NA,NA,36.6,NA,30,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Lepomis macrochirus,NA,NA,NA,Freshwater,experimental,26,NA,NA,dynamic,LOE,0.5,NA,NA,NA,NA,37.5,NA,30,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Lepomis macrochirus,NA,NA,NA,Freshwater,experimental,26,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,37.9,NA,30,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Lepomis macrochirus,Pond C Arizona US,34.18,-111.71,Freshwater,experimental,16,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,31.5,NA,9,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Lepomis macrochirus,Pond C Arizona US,34.18,-111.71,Freshwater,experimental,24,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,37.5,NA,10,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Lepomis macrochirus,Pond C Arizona US,34.18,-111.71,Freshwater,experimental,32,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,41.4,NA,10,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Lepomis macrochirus,Par pond Arizona US,34.18,-111.71,Freshwater,experimental,16,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,31.4,NA,8,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Lepomis macrochirus,Par pond Arizona US,34.18,-111.71,Freshwater,experimental,24,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,35.6,NA,10,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Lepomis macrochirus,Par pond Arizona US,34.18,-111.71,Freshwater,experimental,32,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,38.5,NA,10,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Lepomis macrochirus,NA,NA,NA,Freshwater,experimental,26,NA,NA,dynamic,LOE,0.017,NA,NA,NA,NA,37.9,0.68,8,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Lepomis macrochirus,Welaka Florida US,29.48,-81.68,Freshwater,experimental,15,NA,NA,static,death,NA,5760,NA,NA,NA,30.7,NA,NA,yes,Freshwater,Hart 1952,84
Centrarchidae,Lepomis macrochirus,Welaka Florida US,29.48,-81.68,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,NA,31.5,NA,NA,yes,Freshwater,Hart 1952,84
Centrarchidae,Lepomis macrochirus,Welaka Florida US,29.48,-81.68,Freshwater,experimental,30,NA,NA,static,death,NA,5760,NA,NA,NA,33.8,NA,NA,yes,Freshwater,Hart 1952,84
Centrarchidae,Lepomis macrochirus,Mississippi River US,38.34,-90.37,Freshwater,collection,31,NA,NA,static,death,0.07,2880,44.80,1,juveniles,28.5,NA,20,yes,Freshwater,Cvancara et al. 1977,49
Centrarchidae,Lepomis macrochirus,Private pond Arizona,34.18,-111.71,Freshwater,experimental,25,14,1,dynamic,death,1,NA,40.00,NA,juveniles,37.3,NA,13,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Private pond Arizona,34.18,-111.71,Freshwater,experimental,30,14,1,dynamic,death,1,NA,40.00,NA,juveniles,39.4,NA,16,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Private pond Arizona,34.18,-111.71,Freshwater,experimental,35,14,1,dynamic,death,1,NA,40.00,NA,juveniles,41.9,NA,11,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Private pond Arizona,34.18,-111.71,Freshwater,experimental,25,14,1,dynamic,LOE,1,NA,40.00,NA,juveniles,36.8,NA,13,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Private pond Arizona,34.18,-111.71,Freshwater,experimental,30,14,1,dynamic,LOE,1,NA,40.00,NA,juveniles,38.8,NA,16,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Private pond Arizona,34.18,-111.71,Freshwater,experimental,35,14,1,dynamic,LOE,1,NA,40.00,NA,juveniles,40.4,NA,11,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Par Pond Hot end Arizona US,34.18,-111.71,Freshwater,experimental,25,14,1,dynamic,death,1,NA,40.00,NA,juveniles,37.6,NA,25,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Par Pond Hot end Arizona US,34.18,-111.71,Freshwater,experimental,30,14,1,dynamic,death,1,NA,40.00,NA,juveniles,39.1,NA,18,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Par Pond Hot end Arizona US,34.18,-111.71,Freshwater,experimental,35,14,1,dynamic,death,1,NA,40.00,NA,juveniles,42.4,NA,6,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Par Pond Hot end Arizona US,34.18,-111.71,Freshwater,experimental,25,14,1,dynamic,LOE,1,NA,40.00,NA,juveniles,36.7,NA,25,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Par Pond Hot end Arizona US,34.18,-111.71,Freshwater,experimental,30,14,1,dynamic,LOE,1,NA,40.00,NA,juveniles,38,NA,18,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Par Pond Hot end Arizona US,34.18,-111.71,Freshwater,experimental,35,14,1,dynamic,LOE,1,NA,40.00,NA,juveniles,40.9,NA,6,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Par Pond Cold end Arizona US,34.18,-111.71,Freshwater,experimental,25,14,1,dynamic,death,1,NA,40.00,NA,juveniles,37,NA,15,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Par Pond Cold end Arizona US,34.18,-111.71,Freshwater,experimental,30,14,1,dynamic,death,1,NA,40.00,NA,juveniles,39,NA,26,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Par Pond Cold end Arizona US,34.18,-111.71,Freshwater,experimental,35,14,1,dynamic,death,1,NA,40.00,NA,juveniles,42.4,NA,6,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Par Pond Cold end Arizona US,34.18,-111.71,Freshwater,experimental,25,14,1,dynamic,LOE,1,NA,40.00,NA,juveniles,36.3,NA,15,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Par Pond Cold end Arizona US,34.18,-111.71,Freshwater,experimental,30,14,1,dynamic,LOE,1,NA,40.00,NA,juveniles,37.4,NA,26,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Par Pond Cold end Arizona US,34.18,-111.71,Freshwater,experimental,35,14,1,dynamic,LOE,1,NA,40.00,NA,juveniles,40.9,NA,6,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Pond C Arizona US,34.18,-111.71,Freshwater,experimental,25,14,1,dynamic,death,1,NA,40.00,NA,juveniles,39.1,NA,36,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Pond C Arizona US,34.18,-111.71,Freshwater,experimental,30,14,1,dynamic,death,1,NA,40.00,NA,juveniles,40.9,NA,36,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Pond C Arizona US,34.18,-111.71,Freshwater,experimental,35,14,1,dynamic,death,1,NA,40.00,NA,juveniles,42.8,NA,31,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Pond C Arizona US,34.18,-111.71,Freshwater,experimental,25,14,1,dynamic,LOE,1,NA,40.00,NA,juveniles,37,NA,36,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Pond C Arizona US,34.18,-111.71,Freshwater,experimental,30,14,1,dynamic,LOE,1,NA,40.00,NA,juveniles,39.6,NA,36,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Pond C Arizona US,34.18,-111.71,Freshwater,experimental,35,14,1,dynamic,LOE,1,NA,40.00,NA,juveniles,41.4,NA,31,yes,Freshwater,Holland et al. 1974,93
Centrarchidae,Lepomis macrochirus,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,14,NA,dynamic,OS,1,NA,NA,NA,NA,33.59,1.2,84,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Centrarchidae,Lepomis macrochirus,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,14,NA,dynamic,LOE,1,NA,NA,NA,NA,30.38,1.66,84,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Centrarchidae,Lepomis macrochirus,Brier Creek Oklahoma US,35.57,-97.63,Freshwater,experimental,15,NA,NA,dynamic,NA,NA,NA,NA,NA,adults,36.8,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Lepomis macrochirus,Lake Aplopka Florida US,28.62,-81.63,Freshwater,experimental,26,NA,NA,static,death,NA,5760,NA,NA,embryos,33.8,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Lepomis macrochirus,Lake Aplopka Florida US,28.62,-81.63,Freshwater,experimental,12.1,NA,NA,static,death,NA,5760,NA,NA,juveniles,27.5,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Lepomis macrochirus,Lake Aplopka Florida US,28.62,-81.63,Freshwater,experimental,19,NA,NA,static,death,NA,5760,NA,NA,juveniles,33,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Lepomis macrochirus,Lake Aplopka Florida US,28.62,-81.63,Freshwater,experimental,26,NA,NA,static,death,NA,5760,NA,NA,juveniles,36.1,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Lepomis macrochirus,Lake Aplopka Florida US,28.62,-81.63,Freshwater,experimental,32,NA,NA,static,death,NA,5760,NA,NA,juveniles,37.3,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Lepomis macrochirus,Muddy run Pond Pennsylvania,41.03,-75.47,Freshwater,experimental,27.2,NA,NA,static,death,NA,2880,NA,NA,adults,35.6,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Lepomis macrochirus,Conowingo Pond Georgia US,40.79,-80.47,Freshwater,experimental,1,NA,NA,static,death,NA,5760,NA,NA,adults,23.3,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Lepomis macrochirus,Conowingo Pond Georgia US,40.79,-80.47,Freshwater,experimental,13,NA,NA,static,death,NA,5760,NA,NA,adults,29.3,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Lepomis macrochirus,Conowingo Pond Georgia US,40.79,-80.47,Freshwater,experimental,27,NA,NA,static,death,NA,5760,NA,NA,adults,35.8,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Lepomis macrochirus,Conowingo Pond Georgia US,40.79,-80.47,Freshwater,experimental,1,NA,NA,dynamic,death,NA,NA,NA,NA,adults,23.5,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Lepomis macrochirus,Conowingo Pond Georgia US,40.79,-80.47,Freshwater,experimental,13,NA,NA,dynamic,death,NA,NA,NA,NA,adults,30,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Lepomis macrochirus,Conowingo Pond Georgia US,40.79,-80.47,Freshwater,experimental,27,NA,NA,dynamic,death,NA,NA,NA,NA,adults,36,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Lepomis macrochirus,Lake Erie,42.08,-81.34,Freshwater,collection,22.8,NA,NA,dynamic,LOE,NA,NA,NA,NA,adults,38.3,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Lepomis macrochirus,Texas US,31.45,-98.95,Freshwater,experimental,10,NA,NA,dynamic,NA,NA,NA,NA,NA,NA,34.8,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Lepomis macrochirus,Texas US,31.45,-98.95,Freshwater,experimental,20,NA,NA,dynamic,NA,NA,NA,NA,NA,NA,37.3,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Lepomis macrochirus,Texas US,31.45,-98.95,Freshwater,experimental,30,NA,NA,dynamic,NA,NA,NA,NA,NA,NA,41.2,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Lepomis macrochirus,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,21,NA,dynamic,LOE,1,NA,96.00,NA,NA,32.62,1.85,19.75,yes,Freshwater,Schaefer et al. 1999,172
Centrarchidae,Lepomis macrochirus,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,21,NA,dynamic,OS,1,NA,96.00,NA,NA,36.14,3.1,19.75,yes,Freshwater,Schaefer et al. 1999,172
Centrarchidae,Lepomis macrochirus,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,21,NA,dynamic,LOE,1,NA,96.00,NA,NA,30.11,1.67,19.75,yes,Freshwater,Schaefer et al. 1999,172
Centrarchidae,Lepomis macrochirus,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,21,NA,dynamic,OS,1,NA,96.00,NA,NA,33.27,0.84,19.75,yes,Freshwater,Schaefer et al. 1999,172
Centrarchidae,Lepomis megalotis,NA,NA,NA,Freshwater,experimental,26,NA,NA,dynamic,LOE,0.017,NA,NA,NA,NA,37.8,0.84,12,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Lepomis megalotis,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,14,NA,dynamic,OS,1,NA,NA,NA,NA,34.1,1.99,59,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Centrarchidae,Lepomis megalotis,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,14,NA,dynamic,LOE,1,NA,NA,NA,NA,30.87,1.62,59,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Centrarchidae,Lepomis megalotis,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,21,NA,dynamic,LOE,1,NA,102.00,NA,NA,31.6,2.22,16.25,yes,Freshwater,Schaefer et al. 1999,172
Centrarchidae,Lepomis megalotis,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,21,NA,dynamic,OS,1,NA,102.00,NA,NA,34.7,3.25,16.25,yes,Freshwater,Schaefer et al. 1999,172
Centrarchidae,Lepomis megalotis,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,21,NA,dynamic,LOE,1,NA,102.00,NA,NA,29.93,1.79,16.25,yes,Freshwater,Schaefer et al. 1999,172
Centrarchidae,Lepomis megalotis,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,21,NA,dynamic,OS,1,NA,102.00,NA,NA,33.34,1.95,16.25,yes,Freshwater,Schaefer et al. 1999,172
Centrarchidae,Micropterus dolomieu,New River drainage US,36.94,-81.05,Freshwater,experimental,33,7,NA,static,death,NA,10080,50-100,NA,sub-adults,35,NA,10,yes,Freshwater,Cherry et al. 1977,39
Centrarchidae,Micropterus dolomieu,NA,NA,NA,Freshwater,experimental,26,NA,NA,dynamic,LOE,0.017,NA,NA,NA,NA,36.9,0.31,8,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Micropterus dolomieu,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,14,NA,dynamic,OS,1,NA,NA,NA,NA,34.8,NA,1,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Centrarchidae,Micropterus dolomieu,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,14,NA,dynamic,LOE,1,NA,NA,NA,NA,28.3,NA,1,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Centrarchidae,Micropterus dolomieu,Lake Erie,42.08,-81.34,Freshwater,collection,23.3,NA,NA,dynamic,LOE,NA,NA,NA,NA,adults,36.3,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Micropterus dolomieu,Lake Erie,42.08,-81.34,Freshwater,collection,23.3,NA,NA,dynamic,LOE,NA,NA,NA,NA,NA,36.3,NA,NA,yes,Freshwater,Spotila et al. 1979,186
Centrarchidae,Micropterus punctulatus,New River drainage US,36.94,-81.05,Freshwater,experimental,33,7,NA,static,death,NA,10080,50-100,NA,sub-adults,36,NA,10,yes,Freshwater,Cherry et al. 1977,39
Centrarchidae,Micropterus punctulatus,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,14,NA,dynamic,OS,1,NA,NA,NA,NA,34.22,0.57,5,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Centrarchidae,Micropterus punctulatus,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,14,NA,dynamic,LOE,1,NA,NA,NA,NA,30.76,0.42,5,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Centrarchidae,Micropterus salmoides,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,LOE,0.3,NA,30-70,NA,NA,37.8,0.53,12,yes,Freshwater,Carveth et al. 2006,35
Centrarchidae,Micropterus salmoides,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,flaring operculum,0.3,NA,30-70,NA,NA,38.8,0.71,12,yes,Freshwater,Carveth et al. 2006,35
Centrarchidae,Micropterus salmoides,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,death,0.3,NA,30-70,NA,NA,39.1,0.71,12,yes,Freshwater,Carveth et al. 2006,35
Centrarchidae,Micropterus salmoides,Arizona US,34.18,-111.71,Freshwater,experimental,20,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,36.7,0.76,40,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Micropterus salmoides,Arizona US,34.18,-111.71,Freshwater,experimental,28,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,40.1,1.33,40,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Micropterus salmoides,NA,NA,NA,Freshwater,experimental,26,NA,NA,dynamic,LOE,0.017,NA,NA,NA,NA,36.3,0.6,10,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Micropterus salmoides,Bone Lake Wisconsin US,45.55,-92.39,Freshwater,experimental,8,NA,NA,dynamic,death,0.2,NA,NA,NA,juveniles,29.2,1.36,10,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Micropterus salmoides,Bone Lake Wisconsin US,45.55,-92.39,Freshwater,experimental,16,NA,NA,dynamic,death,0.2,NA,NA,NA,juveniles,33.6,0.87,10,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Micropterus salmoides,Bone Lake Wisconsin US,45.55,-92.39,Freshwater,experimental,24,NA,NA,dynamic,death,0.2,NA,NA,NA,juveniles,36.5,0.51,10,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Micropterus salmoides,Bone Lake Wisconsin US,45.55,-92.39,Freshwater,experimental,32,NA,NA,dynamic,death,0.2,NA,NA,NA,juveniles,40.9,0.4,10,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Micropterus salmoides,Connerville Johnston County Oklahoma US,34.45,-96.64,Freshwater,experimental,20,20,NA,dynamic,LOE,0.3,NA,100.00,15,juveniles,35.4,0.47,10,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Micropterus salmoides,Connerville Johnston County Oklahoma US,34.45,-96.64,Freshwater,experimental,25,20,NA,dynamic,LOE,0.3,NA,100.00,15,juveniles,36.7,0.59,10,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Micropterus salmoides,Connerville Johnston County Oklahoma US,34.45,-96.64,Freshwater,experimental,30,20,NA,dynamic,LOE,0.3,NA,100.00,15,juveniles,38.5,0.34,10,yes,Freshwater,Beitinger et al. 2000,12
Centrarchidae,Micropterus salmoides,Put-in Bay Ohio US,41.65,-82.83,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,NA,32.5,NA,NA,yes,Freshwater,Hart 1952,84
Centrarchidae,Micropterus salmoides,Put-in Bay Ohio US,41.65,-82.83,Freshwater,experimental,25,NA,NA,static,death,NA,5760,NA,NA,NA,34.5,NA,NA,yes,Freshwater,Hart 1952,84
Centrarchidae,Micropterus salmoides,Put-in Bay Ohio US,41.65,-82.83,Freshwater,experimental,30,NA,NA,static,death,NA,5760,NA,NA,NA,36.4,NA,NA,yes,Freshwater,Hart 1952,84
Centrarchidae,Micropterus salmoides,Knoxville Tenesee US,35.96,-83.92,Freshwater,experimental,30,NA,NA,static,death,NA,5760,NA,NA,NA,36.4,NA,NA,yes,Freshwater,Hart 1952,84
Centrarchidae,Micropterus salmoides,Welaka Florida US,29.48,-81.68,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,NA,31.8,NA,NA,yes,Freshwater,Hart 1952,84
Centrarchidae,Micropterus salmoides,Welaka Florida US,29.48,-81.68,Freshwater,experimental,25,NA,NA,static,death,NA,5760,NA,NA,NA,32.7,NA,NA,yes,Freshwater,Hart 1952,84
Centrarchidae,Micropterus salmoides,Welaka Florida US,29.48,-81.68,Freshwater,experimental,30,NA,NA,static,death,NA,5760,NA,NA,NA,33.7,NA,NA,yes,Freshwater,Hart 1952,84
Centrarchidae,Micropterus salmoides,NA,NA,NA,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,NA,32.5,NA,NA,yes,Freshwater,Hart 1952,84
Centrarchidae,Micropterus salmoides,Mississippi River US,38.34,-90.37,Freshwater,collection,31,NA,NA,static,death,0.07,2880,54.60,2.3,juveniles,35.6,NA,20,yes,Freshwater,Cvancara et al. 1977,49
Centrarchidae,Micropterus salmoides,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,14,NA,dynamic,OS,1,NA,NA,NA,NA,33.35,1.9,17,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Centrarchidae,Micropterus salmoides,Central Oklahoma US,35.66,-97.47,Freshwater,experimental,10,14,NA,dynamic,LOE,1,NA,NA,NA,NA,30.69,1.77,17,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Centrarchidae,Micropterus salmoides,Lake Erie,42.08,-81.34,Freshwater,collection,0.7,NA,NA,dynamic,LOE,NA,NA,NA,NA,adults,12,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Micropterus salmoides,Minessota US,46.78,-94.7,Freshwater,experimental,20,NA,NA,static,death,NA,1440,NA,NA,fry,31.2,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Micropterus salmoides,Minessota US,46.78,-94.7,Freshwater,experimental,24,NA,NA,static,death,NA,1440,NA,NA,fry,32.4,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Micropterus salmoides,Minessota US,46.78,-94.7,Freshwater,experimental,27,NA,NA,static,death,NA,1440,NA,NA,fry,33,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Micropterus salmoides,Minessota US,46.78,-94.7,Freshwater,experimental,30,NA,NA,static,death,NA,1440,NA,NA,fry,31.7,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Micropterus salmoides,Minessota US,46.78,-94.7,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,fry,33.7,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Pomoxis annularis,Lake Erie,42.08,-81.34,Freshwater,collection,24.4,NA,NA,dynamic,LOE,NA,NA,NA,NA,adults,32.8,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Pomoxis annularis,Missouri lakes Colorado US,39.4,-106.51,Freshwater,experimental,30,NA,NA,dynamic,death,NA,NA,NA,NA,adults,32,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Pomoxis annularis,Missouri lakes Colorado US,39.4,-106.51,Freshwater,experimental,29,NA,NA,dynamic,death,NA,NA,NA,NA,juveniles,32.6,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Pomoxis nigromaculatus,Lake Erie,42.08,-81.34,Freshwater,collection,23.8,NA,NA,dynamic,LOE,NA,NA,NA,NA,adults,34.9,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Pomoxis nigromaculatus,Illinois US,40.2,-89.47,Freshwater,experimental,24,NA,NA,dynamic,NA,NA,NA,NA,NA,juveniles,35,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Pomoxis nigromaculatus,Illinois US,40.2,-89.47,Freshwater,experimental,30,NA,NA,dynamic,NA,NA,NA,NA,NA,juveniles,38,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Pomoxis nigromaculatus,Illinois US,40.2,-89.47,Freshwater,experimental,32,NA,NA,dynamic,NA,NA,NA,NA,NA,juveniles,40.39,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centrarchidae,Pomoxis nigromaculatus,Minessota US,46.78,-94.7,Freshwater,experimental,7.2,NA,NA,dynamic,NA,NA,NA,NA,NA,NA,28.9,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Centropomidae,Lates calcarifer,Vellar Brackish Tamil Nadu India,11.49,79.77,Brackish,experimental,28,NA,NA,dynamic,OS,1,NA,NA,NA,NA,44.5,NA,10,yes,Freshwater,Rajaguru 2002,160
Centropomidae,Lates calcarifer,Vellar Brackish Tamil Nadu India,11.49,79.77,Brackish,experimental,28,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,43.5,NA,10,yes,Freshwater,Rajaguru 2002,160
Centropomidae,Lates calcarifer,Vellar Brackish Tamil Nadu India,11.49,79.77,Brackish,experimental,28,NA,NA,static,death,NA,1440,NA,NA,NA,39.5,0.19,10,yes,Freshwater,Rajaguru 2002,160
Centropomidae,Lates calcarifer,Northern Australia,-12.83,132.86,Freshwater,experimental,28,14,NA,dynamic,LOE,0.14,NA,70.00,NA,NA,41.1,0.5,15,yes,Freshwater,Burrows & Butler 2012,30
Centropomidae,Lates calcarifer,Northern Australia,-12.83,132.86,Freshwater,experimental,28,14,NA,dynamic,LOE,0.14,NA,115.00,NA,NA,40.9,0.5,15,yes,Freshwater,Burrows & Butler 2012,30
