assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
22061366,14150,Myotis californicus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,californicus,,,,"(Audubon &amp; Bachman, 1842)",Least Concern,,3.1,Unknown,Global
22068335,14213,Myotis yumanensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,yumanensis,,,,"(H. Allen, 1864)",Least Concern,,3.1,Stable,Global
22069325,14210,Myotis volans,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Myotis,volans,,,,"(H. Allen, 1866)",Least Concern,,3.1,Stable,Global
22118197,7928,Eptesicus fuscus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Eptesicus,fuscus,,,,"(Beauvois, 1796)",Least Concern,,3.1,Increasing,Global
22120040,88151055,Lasiurus blossevillii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Lasiurus,blossevillii,,,,"(Lesson &amp; Garnot, 1826)",Least Concern,,3.1,Unknown,Global
22120305,11345,Lasiurus cinereus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Lasiurus,cinereus,,,,"(Palisot de Beauvois, 1796)",Least Concern,,3.1,Unknown,Global
22122128,11339,Lasionycteris noctivagans,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Lasionycteris,noctivagans,,,,"(La Conte, 1831)",Least Concern,,3.1,Stable,Global
22162113,42393,Odocoileus hemionus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,CERVIDAE,Odocoileus,hemionus,,,,"(Rafinesque, 1817)",Least Concern,,3.1,Stable,Global
22176259,40502,Didelphis virginiana,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Didelphis,virginiana,,,,"Kerr, 1792",Least Concern,,3.1,Increasing,Global
22187946,4003,Castor canadensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CASTORIDAE,Castor,canadensis,,,,"Kuhl, 1820",Least Concern,,3.1,Stable,Global
22213161,8004,Erethizon dorsatum,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,ERETHIZONTIDAE,Erethizon,dorsatum,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
22256914,39553,Glaucomys sabrinus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Glaucomys,sabrinus,,,,"(Shaw, 1801)",Least Concern,,3.1,Stable,Global
22317740,136282,Sorex rohweri,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,rohweri,,,,"Rausch, Feagin &amp; Rausch, 2007",Least Concern,,3.1,Unknown,Global
22322352,41475,Scapanus townsendii,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Scapanus,townsendii,,,,"(Bachman, 1839)",Least Concern,,3.1,Stable,Global
22344525,15324,Ondatra zibethicus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Ondatra,zibethicus,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Stable,Global
22360898,16672,Peromyscus maniculatus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Peromyscus,maniculatus,,,,"(Wagner, 1845)",Least Concern,,3.1,Stable,Global
22377185,42638,Synaptomys borealis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Synaptomys,borealis,,,,"(Richardson, 1828)",Least Concern,,3.1,Unknown,Global
42331855,164301,Alisma gramineum,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,ALISMATACEAE,Alisma,gramineum,,,,Lej.,Data Deficient,,3.1,Stable,Global
42428801,155495,Dreissena polymorpha,ANIMALIA,MOLLUSCA,VENERIDA,BIVALVIA,DREISSENIDAE,Dreissena,polymorpha,,,,"Pallas, 1771",Least Concern,,3.1,Increasing,Global
42429613,155568,Radix auricularia,ANIMALIA,MOLLUSCA,HYGROPHILA,GASTROPODA,LYMNAEIDAE,Radix,auricularia,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
42430200,155571,Pisidium casertanum,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Pisidium,casertanum,,,,"(Poli, 1791)",Least Concern,,3.1,Stable,Global
42691694,198757,Cyclothone braueri,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,GONOSTOMATIDAE,Cyclothone,braueri,,,,"Jespersen &amp; Tåning, 1926",Least Concern,,3.1,Stable,Global
42691714,18252619,Cyclothone pallida,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,GONOSTOMATIDAE,Cyclothone,pallida,,,,"Brauer, 1902",Least Concern,,3.1,Stable,Global
42691934,198716,Tetragonurus cuvieri,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,TETRAGONURIDAE,Tetragonurus,cuvieri,,,,"Risso, 1810",Least Concern,,3.1,Stable,Global
42837247,42830251,Chaenophryne ramifera,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,ONEIRODIDAE,Chaenophryne,ramifera,,,,"Regan &amp; Trewavas, 1932",Least Concern,,3.1,Unknown,Global
42837257,42830260,Dolopichthys allector,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,ONEIRODIDAE,Dolopichthys,allector,,,,"Garman, 1899",Least Concern,,3.1,Unknown,Global
42837292,42830277,Microlophichthys microlophus,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,ONEIRODIDAE,Microlophichthys,microlophus,,,,"(Regan, 1925)",Least Concern,,3.1,Unknown,Global
43123412,164446,Najas minor,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,HYDROCHARITACEAE,Najas,minor,,,,All.,Least Concern,,3.1,Unknown,Global
43526147,6494,Dermochelys coriacea,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,DERMOCHELYIDAE,Dermochelys,coriacea,,,,"(Vandelli, 1761)",Vulnerable,A2bd,3.1,Decreasing,Global
45184315,41267,Ochotona princeps,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,OCHOTONIDAE,Ochotona,princeps,,,,"(Richardson, 1828)",Least Concern,,3.1,Decreasing,Global
45185466,41273,Lepus americanus,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Lepus,americanus,,,,"Erxleben, 1777",Least Concern,,3.1,Stable,Global
45191626,41299,Sylvilagus floridanus,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Sylvilagus,floridanus,,,,"(J.A. Allen, 1890)",Least Concern,,3.1,Unknown,Global
45198537,9561,Gulo gulo,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Gulo,gulo,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
45203335,29674,Mustela erminea,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Mustela,erminea,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
45211301,41635,Mephitis mephitis,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MEPHITIDAE,Mephitis,mephitis,,,,"(Schreber, 1776)",Least Concern,,3.1,Stable,Global
45212861,41648,Martes americana,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Martes,americana,,,,"(Turton, 1806)",Least Concern,,3.1,Decreasing,Global
45213820,41654,Mustela frenata,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Mustela,frenata,,,,"Lichtenstein, 1831",Least Concern,,3.1,Stable,Global
45214988,41661,Neovison vison,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Neovison,vison,,,,"(Schreber, 1777)",Least Concern,,3.1,Stable,Global
45216638,41686,Procyon lotor,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PROCYONIDAE,Procyon,lotor,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
45221721,136797,Spilogale gracilis,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MEPHITIDAE,Spilogale,gracilis,,,,"Merriam, 1890",Least Concern,,3.1,Decreasing,Global
45224953,3590,Callorhinus ursinus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,OTARIIDAE,Callorhinus,ursinus,,,,"(Linnaeus, 1758)",Vulnerable,A2b,3.1,Decreasing,Global
45225749,8239,Eumetopias jubatus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,OTARIIDAE,Eumetopias,jubatus,,,,"(Schreber, 1776)",Near Threatened,,3.1,Increasing,Global
45227116,13581,Mirounga angustirostris,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PHOCIDAE,Mirounga,angustirostris,,,,"(Gill, 1866)",Least Concern,,3.1,Increasing,Global
45229114,17013,Phoca vitulina,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PHOCIDAE,Phoca,vitulina,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
45230310,41666,Zalophus californianus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,OTARIIDAE,Zalophus,californianus,,,,"(Lesson, 1828)",Least Concern,,3.1,Increasing,Global
46190249,23062,Vulpes vulpes,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,CANIDAE,Vulpes,vulpes,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
46440201,44937492,Bombus occidentalis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,occidentalis,,,,"Greene, 1858",Vulnerable,A2be,3.1,Decreasing,Global
46440331,44938356,Bombus appositus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,appositus,,,,"Cresson, 1878",Least Concern,,3.1,Unknown,Global
46956781,192942,Morone saxatilis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,MORONIDAE,Morone,saxatilis,,,,"(Walbaum, 1792)",Least Concern,,3.1,Unknown,Global
50349982,2478,Balaenoptera physalus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BALAENOPTERIDAE,Balaenoptera,physalus,,,,"(Linnaeus, 1758)",Vulnerable,A1d,3.1,Increasing,Global
50353881,8097,Eschrichtius robustus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ESCHRICHTIIDAE,Eschrichtius,robustus,,,,"(Lilljeborg, 1861)",Least Concern,,3.1,Stable,Global
50355227,9249,Globicephala macrorhynchus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Globicephala,macrorhynchus,,,,"Gray, 1846",Least Concern,,3.1,Unknown,Global
50356660,9461,Grampus griseus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Grampus,griseus,,,,"(G. Cuvier, 1812)",Least Concern,,3.1,Unknown,Global
50361866,11145,Lagenorhynchus obliquidens,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Lagenorhynchus,obliquidens,,,,"Gill, 1865",Least Concern,,3.1,Unknown,Global
50362794,13006,Megaptera novaeangliae,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BALAENOPTERIDAE,Megaptera,novaeangliae,,,,"(Borowski, 1781)",Least Concern,,3.1,Increasing,Global
50368125,15421,Orcinus orca,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Orcinus,orca,,,,"(Linnaeus, 1758)",Data Deficient,,3.1,Unknown,Global
50370912,17032,Phocoenoides dalli,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,PHOCOENIDAE,Phocoenoides,dalli,,,,"(True, 1885)",Least Concern,,3.1,Unknown,Global
50374282,20731,Stenella coeruleoalba,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,DELPHINIDAE,Stenella,coeruleoalba,,,,"(Meyen, 1833)",Least Concern,,3.1,Unknown,Global
50632509,50631663,Prunus pensylvanica,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Prunus,pensylvanica,,,,L.f.,Least Concern,,3.1,Stable,Global
50655874,12521,Lynx rufus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Lynx,rufus,,,,"(Schreber, 1777)",Least Concern,,3.1,Stable,Global
50673950,50136459,Prunus emarginata,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Prunus,emarginata,,,,(Douglas) Eaton,Least Concern,,3.1,Stable,Global
53947725,3179,Anaxyrus boreas,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Anaxyrus,boreas,,,,"(Baird &amp; Girard, 1852)",Least Concern,,3.1,Decreasing,Global
53969770,58565,Lithobates catesbeianus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Lithobates,catesbeianus,,,,"(Shaw, 1802)",Least Concern,,3.1,Increasing,Global
56458627,59057,Ambystoma gracile,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,AMBYSTOMATIDAE,Ambystoma,gracile,,,,"(Baird, 1857)",Least Concern,,3.1,Stable,Global
56539990,59063,Ambystoma macrodactylum,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,AMBYSTOMATIDAE,Ambystoma,macrodactylum,,,,"(Baird, 1850)",Least Concern,,3.1,Stable,Global
58295405,8951,Gasterosteus aculeatus,ANIMALIA,CHORDATA,GASTEROSTEIFORMES,ACTINOPTERYGII,GASTEROSTEIDAE,Gasterosteus,aculeatus,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
58521192,58521185,Boletopsis grisea,FUNGI,BASIDIOMYCOTA,THELEPHORALES,AGARICOMYCETES,BANKERACEAE,Boletopsis,grisea,,,,(Peck) Bondartsev &amp; Singer,Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
58620524,189047,Pisidium variabile,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Pisidium,variabile,,,,"Prime, 1852",Least Concern,,3.1,Unknown,Global
58622724,189214,Pisidium ventricosum,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Pisidium,ventricosum,,,,"Prime, 1851",Least Concern,,3.1,Unknown,Global
58624937,189364,Pisidium insigne,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Pisidium,insigne,,,,"Gabb, 1868",Least Concern,,3.1,Unknown,Global
58625885,189450,Pisidium ferrugineum,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Pisidium,ferrugineum,,,,"Prime, 1851",Least Concern,,3.1,Unknown,Global
58626751,189490,Pisidium idahoense,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Pisidium,idahoense,,,,"Roper, 1890",Least Concern,,3.1,Unknown,Global
60413587,18123632,Anotopterus pharao,ANIMALIA,CHORDATA,AULOPIFORMES,ACTINOPTERYGII,ANOTOPTERIDAE,Anotopterus,pharao,,,,"Zugmayer, 1911",Least Concern,,3.1,Unknown,Global
60790215,18252612,Cyclothone acclinidens,ANIMALIA,CHORDATA,STOMIIFORMES,ACTINOPTERYGII,GONOSTOMATIDAE,Cyclothone,acclinidens,,,,"Garman, 1899",Least Concern,,3.1,Stable,Global
60791529,18125776,Coryphaenoides armatus,ANIMALIA,CHORDATA,GADIFORMES,ACTINOPTERYGII,MACROURIDAE,Coryphaenoides,armatus,,,,"(Hector, 1875)",Least Concern,,3.1,Unknown,Global
60792368,60477122,Melamphaes longivelis,ANIMALIA,CHORDATA,STEPHANOBERYCIFORMES,ACTINOPTERYGII,MELAMPHAIDAE,Melamphaes,longivelis,,,,"Parr, 1933",Data Deficient,,3.1,Unknown,Global
60794470,190214,Nemichthys scolopaceus,ANIMALIA,CHORDATA,ANGUILLIFORMES,ACTINOPTERYGII,NEMICHTHYIDAE,Nemichthys,scolopaceus,,,,"Richardson, 1848",Least Concern,,3.1,Unknown,Global
64412670,58578,Lithobates clamitans,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Lithobates,clamitans,,,,"(Latreille, 1801)",Least Concern,,3.1,Stable,Global
65818523,59971,Pantala flavescens,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Pantala,flavescens,,,,"(Fabricius, 1798)",Least Concern,,3.1,Stable,Global
65905991,167871,Hydrilla verticillata,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,HYDROCHARITACEAE,Hydrilla,verticillata,,,,(L.f.) Royle,Least Concern,,3.1,Increasing,Global
65914179,164223,Juncus effusus,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,JUNCACEAE,Juncus,effusus,,,,L.,Least Concern,,3.1,Stable,Global
66639515,66639255,Musculium partumeium,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Musculium,partumeium,,,,"(Say, 1822)",Least Concern,,3.1,Stable,Global
66639520,66639265,Musculium securis,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Musculium,securis,,,,"(Prime, 1852)",Least Concern,,3.1,Stable,Global
66639530,66639293,Pisidium compressum,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Pisidium,compressum,,,,"Prime, 1852",Least Concern,,3.1,Stable,Global
66639545,66639342,Pisidium fallax,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Pisidium,fallax,,,,"Sterki, 1896",Least Concern,,3.1,Stable,Global
66639550,66639363,Pisidium rotundatum,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Pisidium,rotundatum,,,,"Prime, 1852",Least Concern,,3.1,Stable,Global
66639570,66639415,Sphaerium rhomboideum,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Sphaerium,rhomboideum,,,,"(Say, 1822)",Least Concern,,3.1,Stable,Global
66639575,66639423,Sphaerium simile,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Sphaerium,simile,,,,"(Say, 1817)",Least Concern,,3.1,Stable,Global
66639580,66639426,Sphaerium striatinum,ANIMALIA,MOLLUSCA,VENEROIDA,BIVALVIA,SPHAERIIDAE,Sphaerium,striatinum,,,,"(Lamarck, 1818)",Least Concern,,3.1,Stable,Global
67621840,65374916,Syngnathus leptorhynchus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Syngnathus,leptorhynchus,,,,"Girard, 1854",Least Concern,,3.1,Unknown,Global
67728488,64263415,Alisma triviale,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,ALISMATACEAE,Alisma,triviale,,,,Pursh,Least Concern,,3.1,Unknown,Global
67728493,64263485,Allium geyeri,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,AMARYLLIDACEAE,Allium,geyeri,,,,S. Wats.,Least Concern,,3.1,Unknown,Global
67728623,64269065,Caltha leptosepala,PLANTAE,TRACHEOPHYTA,RANUNCULALES,MAGNOLIOPSIDA,RANUNCULACEAE,Caltha,leptosepala,,,,DC.,Least Concern,,3.1,Unknown,Global
67729421,64311354,Epipactis gigantea,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ORCHIDACEAE,Epipactis,gigantea,,,,Dougl. ex Hook.,Least Concern,,3.1,Unknown,Global
67729621,64314090,Glyceria leptostachya,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Glyceria,leptostachya,,,,Buckl.,Least Concern,,3.1,Unknown,Global
67729686,64314241,Heteranthera dubia,PLANTAE,TRACHEOPHYTA,COMMELINALES,LILIOPSIDA,PONTEDERIACEAE,Heteranthera,dubia,,,,(Jacq.) MacM.,Least Concern,,3.1,Unknown,Global
67729791,64315210,Isoetes nuttallii,PLANTAE,TRACHEOPHYTA,ISOETALES,LYCOPODIOPSIDA,ISOETACEAE,Isoetes,nuttallii,,,,A. Braun ex Engelm.,Least Concern,,3.1,Unknown,Global
67729811,64315327,Jaumea carnosa,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,ASTERACEAE,Jaumea,carnosa,,,,(Less.) Gray,Least Concern,,3.1,Unknown,Global
67729816,64315465,Juncus acuminatus,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,JUNCACEAE,Juncus,acuminatus,,,,Michx.,Least Concern,,3.1,Unknown,Global
67729837,64315562,Juncus bolanderi,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,JUNCACEAE,Juncus,bolanderi,,,,Engelm.,Least Concern,,3.1,Unknown,Global
67729872,64315615,Juncus mertensianus,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,JUNCACEAE,Juncus,mertensianus,,,,Bong.,Least Concern,,3.1,Unknown,Global
67729907,64315805,Juncus supiniformis,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,JUNCACEAE,Juncus,supiniformis,,,,Engelm.,Least Concern,,3.1,Unknown,Global
